Record Date,Security Type Description,Security Class Description,Debt Held by the Public (in Millions),Intragovernmental Holdings (in Millions),Total Public Debt Outstanding (in Millions),Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2015-05-31,Nonmarketable,Foreign Series,264.342,0,264.342,9,2015,3,2015,2,05,31
2015-05-31,Nonmarketable,Government Account Series,71170.69282821,5076348.74190911,5147518.64298772,12,2015,3,2015,2,05,31
2015-05-31,Nonmarketable,Hope Bonds,0,494.2483975,494.2483975,13,2015,3,2015,2,05,31
2015-04-30,Marketable,Federal Financing Bank,0,13611.948,13611.948,6,2015,3,2015,2,04,30
2015-04-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2015,3,2015,2,04,30
2015-04-30,Nonmarketable,Foreign Series,264.342,0,264.342,9,2015,3,2015,2,04,30
2015-04-30,Nonmarketable,Government Account Series,107557.66366866,5075170.44144404,5182727.52162574,12,2015,3,2015,2,04,30
2015-04-30,Nonmarketable,Hope Bonds,0,494.2483975,494.2483975,13,2015,3,2015,2,04,30
2015-04-30,Nonmarketable,Other,1517.56031466,0,1517.56031466,14,2015,3,2015,2,04,30
2015-04-30,Nonmarketable,State and Local Government Series,117427.0313858,0,117427.0313858,10,2015,3,2015,2,04,30
2015-04-30,Nonmarketable,United States Savings Securities,174629.56588182,0,174629.56588182,11,2015,3,2015,2,04,30
2015-04-30,Total Marketable,_,12622289.6864378,23214.8170623,12645504.5035001,7,2015,3,2015,2,04,30
2015-04-30,Total Nonmarketable,_,431392.34325094,5075663.68984154,5507056.44960552,15,2015,3,2015,2,04,30
2015-04-30,Total Public Debt Outstanding,_,13053681.0296888,5098878.50690384,18152559.9531056,16,2015,3,2015,2,04,30
2015-04-30,Marketable,Bills,1431244.7835,1689.842,1432934.6255,1,2015,3,2015,2,04,30
2015-04-30,Marketable,Bonds,1620594.55235,51.4598,1620646.01215,3,2015,3,2015,2,04,30
2015-04-30,Marketable,Floating Rate Notes,220043.3773,2.995,220046.3723,5,2015,3,2015,2,04,30
2015-04-30,Marketable,Notes,8276264.4947,7758.9643,8284023.459,2,2015,3,2015,2,04,30
2015-04-30,Marketable,Treasury Inflation-Protected Securities,1074142.47858782,99.6079623,1074242.08655012,4,2015,3,2015,2,04,30
2015-03-31,Total Nonmarketable,_,469475.69742349,5038774.2054035,5508250.34201235,15,2015,2,2015,1,03,31
2015-03-31,Total Public Debt Outstanding,_,13090399.0753966,5061657.4008765,18152055.9154585,16,2015,2,2015,1,03,31
2015-03-31,Marketable,Bills,1476540.1536,1359.432,1477899.5856,1,2015,2,2015,1,03,31
2015-03-31,Marketable,Bonds,1607585.26735,61.701,1607646.96835,3,2015,2,2015,1,03,31
2015-03-31,Marketable,Federal Financing Bank,0,13611.948,13611.948,6,2015,2,2015,1,03,31
2015-03-31,Marketable,Floating Rate Notes,204991.452,0,204991.452,5,2015,2,2015,1,03,31
2015-03-31,Marketable,Notes,8256665.80539999,7767.0763,8264432.88169999,2,2015,2,2015,1,03,31
2015-03-31,Marketable,Treasury Inflation-Protected Securities,1075140.69962311,83.038173,1075223.73779611,4,2015,2,2015,1,03,31
2015-03-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2015,2,2015,1,03,31
2015-03-31,Nonmarketable,Foreign Series,264.342,0,264.342,9,2015,2,2015,1,03,31
2015-03-31,Nonmarketable,Government Account Series,144795.60447647,5038280.00574901,5183075.04941084,12,2015,2,2015,1,03,31
2015-03-31,Nonmarketable,Hope Bonds,0,494.19965449,494.19965449,13,2015,2,2015,1,03,31
2015-03-31,Nonmarketable,Other,1530.01739092,0,1530.01739092,14,2015,2,2015,1,03,31
2015-03-31,Nonmarketable,State and Local Government Series,117932.69551225,0,117932.69551225,10,2015,2,2015,1,03,31
2015-03-31,Nonmarketable,United States Savings Securities,174957.85804385,0,174957.85804385,11,2015,2,2015,1,03,31
2015-03-31,Total Marketable,_,12620923.3779731,22883.195473,12643806.5734461,7,2015,2,2015,1,03,31
2015-02-28,Total Public Debt Outstanding,_,13074035.5844046,5081818.47993209,18155854.0643353,16,2015,2,2015,1,02,28
2015-02-28,Marketable,Bills,1471553.0329,1334.707,1472887.7399,1,2015,2,2015,1,02,28
2015-02-28,Marketable,Bonds,1594569.95005,78.274,1594648.22405,3,2015,2,2015,1,02,28
2015-02-28,Marketable,Federal Financing Bank,0,13611.948,13611.948,6,2015,2,2015,1,02,28
2015-02-28,Marketable,Floating Rate Notes,191990.6446,0.595,191991.2396,5,2015,2,2015,1,02,28
2015-02-28,Marketable,Notes,8222351.36769999,7764.0253,8230115.39299999,2,2015,2,2015,1,02,28
2015-02-28,Marketable,Treasury Inflation-Protected Securities,1066997.56370935,72.6408497,1067070.20455905,4,2015,2,2015,1,02,28
2015-02-28,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2015,2,2015,1,02,28
2015-02-28,Nonmarketable,Foreign Series,264.342,0,264.342,9,2015,2,2015,1,02,28
2015-02-28,Nonmarketable,Government Account Series,206691.63341195,5058461.0901279,5265152.72353843,12,2015,2,2015,1,02,28
2015-02-28,Nonmarketable,Hope Bonds,0,494.19965449,494.19965449,13,2015,2,2015,1,02,28
2015-02-28,Nonmarketable,Other,1527.55405592,0,1527.55405592,14,2015,2,2015,1,02,28
2015-02-28,Nonmarketable,State and Local Government Series,112763.62929563,0,112763.62929563,10,2015,2,2015,1,02,28
2015-02-28,Nonmarketable,United States Savings Securities,175330.68668174,0,175330.68668174,11,2015,2,2015,1,02,28
2015-02-28,Total Marketable,_,12547462.5589593,22862.1901497,12570324.749109,7,2015,2,2015,1,02,28
2015-02-28,Total Nonmarketable,_,526574.02544524,5058955.28978239,5585529.31522621,15,2015,2,2015,1,02,28
2015-01-31,Total Nonmarketable,_,524573.05028904,5074424.53934953,5598997.41412608,15,2015,2,2015,1,01,31
2015-01-31,Total Public Debt Outstanding,_,12984929.9597344,5097364.32466373,18082294.1088857,16,2015,2,2015,1,01,31
2015-01-31,Marketable,Bills,1411505.4997,1381.407,1412886.9067,1,2015,2,2015,1,01,31
2015-01-31,Marketable,Bonds,1589088.33615,76.922,1589165.25815,3,2015,2,2015,1,01,31
2015-01-31,Marketable,Federal Financing Bank,0,13611.948,13611.948,6,2015,2,2015,1,01,31
2015-01-31,Marketable,Floating Rate Notes,163988.6678,2.115,163990.7828,5,2015,2,2015,1,01,31
2015-01-31,Marketable,Notes,8232100.38069999,7814.1663,8239914.54699999,2,2015,2,2015,1,01,31
2015-01-31,Marketable,Treasury Inflation-Protected Securities,1063675.02509541,52.2270142,1063727.25210961,4,2015,2,2015,1,01,31
2015-01-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2015,2,2015,1,01,31
2015-01-31,Nonmarketable,Foreign Series,264.342,0,264.342,9,2015,2,2015,1,01,31
2015-01-31,Nonmarketable,Government Account Series,203424.44919157,5073931.33969504,5277354.61337412,12,2015,2,2015,1,01,31
2015-01-31,Nonmarketable,Hope Bonds,0,494.19965449,494.19965449,13,2015,2,2015,1,01,31
2015-01-31,Nonmarketable,Other,1566.82604736,0,1566.82604736,14,2015,2,2015,1,01,31
2015-01-31,Nonmarketable,State and Local Government Series,113684.42731374,0,113684.42731374,10,2015,2,2015,1,01,31
2015-01-31,Nonmarketable,United States Savings Securities,175637.82573637,0,175637.82573637,11,2015,2,2015,1,01,31
2015-01-31,Total Marketable,_,12460357.9094454,22938.7853142,12483296.6947596,7,2015,2,2015,1,01,31
2014-12-31,Marketable,Bonds,1576086.72505,79.067,1576165.79205,3,2015,1,2014,4,12,31
2014-12-31,Marketable,Federal Financing Bank,0,13611.948,13611.948,6,2015,1,2014,4,12,31
2014-12-31,Marketable,Floating Rate Notes,163990.7828,0,163990.7828,5,2015,1,2014,4,12,31
2014-12-31,Marketable,Notes,8221365.83539999,7820.2883,8229186.12369999,2,2015,1,2014,4,12,31
2014-12-31,Marketable,Treasury Inflation-Protected Securities,1077502.63211315,51.7856283,1077554.41774145,4,2015,1,2014,4,12,31
2014-12-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2015,1,2014,4,12,31
2014-12-31,Nonmarketable,Foreign Series,264.342,0,264.342,9,2015,1,2014,4,12,31
2014-12-31,Nonmarketable,Government Account Series,203968.14698677,5094242.77444756,5298210.92143433,12,2015,1,2014,4,12,31
2014-12-31,Nonmarketable,Hope Bonds,0,494.17474266,494.17474266,13,2015,1,2014,4,12,31
2014-12-31,Nonmarketable,Other,1625.32135203,0,1625.32135203,14,2015,1,2014,4,12,31
2014-12-31,Nonmarketable,State and Local Government Series,116489.98449564,0,116489.98449564,10,2015,1,2014,4,12,31
2014-12-31,Nonmarketable,United States Savings Securities,175969.82492128,0,175969.82492128,11,2015,1,2014,4,12,31
2014-12-31,Total Marketable,_,12495638.3627631,22755.7959283,12518394.1586914,7,2015,1,2014,4,12,31
2014-12-31,Total Nonmarketable,_,528312.79975572,5094736.94919022,5623049.74894593,15,2015,1,2014,4,12,31
2014-12-31,Total Public Debt Outstanding,_,13023951.1625189,5117492.74511852,18141443.9076374,16,2015,1,2014,4,12,31
2014-12-31,Marketable,Bills,1456692.3874,1192.707,1457885.0944,1,2015,1,2014,4,12,31
2014-11-30,Total Nonmarketable,_,523816.37724695,5060333.29915498,5584148.20208673,15,2015,1,2014,4,11,30
2014-11-30,Total Public Debt Outstanding,_,12922681.5072018,5082868.36186838,18005549.394755,16,2015,1,2014,4,11,30
2014-11-30,Marketable,Bills,1438321.3777,1600.707,1439922.0847,1,2015,1,2014,4,11,30
2014-11-30,Marketable,Bonds,1563086.18405,79.602,1563165.78605,3,2015,1,2014,4,11,30
2014-11-30,Marketable,Federal Financing Bank,0,13611.948,13611.948,6,2015,1,2014,4,11,30
2014-11-30,Marketable,Floating Rate Notes,150990.6816,0,150990.6816,5,2015,1,2014,4,11,30
2014-11-30,Marketable,Notes,8182672.85079999,7189.7683,8189862.61909999,2,2015,1,2014,4,11,30
2014-11-30,Marketable,Treasury Inflation-Protected Securities,1063795.03580484,53.0374134,1063848.07321824,4,2015,1,2014,4,11,30
2014-11-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2015,1,2014,4,11,30
2014-11-30,Nonmarketable,Foreign Series,264.342,0,264.342,9,2015,1,2014,4,11,30
2014-11-30,Nonmarketable,Government Account Series,203272.16524967,5059838.12441232,5263110.81534679,12,2015,1,2014,4,11,30
2014-11-30,Nonmarketable,Hope Bonds,0,494.17474266,494.17474266,13,2015,1,2014,4,11,30
2014-11-30,Nonmarketable,Other,1560.16533662,0,1560.16533662,14,2015,1,2014,4,11,30
2014-11-30,Nonmarketable,State and Local Government Series,112324.18369225,0,112324.18369225,10,2015,1,2014,4,11,30
2014-11-30,Nonmarketable,United States Savings Securities,176399.34096841,0,176399.34096841,11,2015,1,2014,4,11,30
2014-11-30,Total Marketable,_,12398866.1299548,22535.0627134,12421401.1926682,7,2015,1,2014,4,11,30
2014-10-31,Total Public Debt Outstanding,_,12857056.0690254,5080104.42850374,17937160.4975291,16,2015,1,2014,4,10,31
2014-10-31,Marketable,Bills,1412388.199,1557,1413945.199,1,2015,1,2014,4,10,31
2014-10-31,Marketable,Bonds,1547072.77635,71.625,1547144.40135,3,2015,1,2014,4,10,31
2014-10-31,Marketable,Federal Financing Bank,0,13611.948,13611.948,6,2015,1,2014,4,10,31
2014-10-31,Marketable,Floating Rate Notes,137990.6092,0,137990.6092,5,2015,1,2014,4,10,31
2014-10-31,Marketable,Notes,8192466.07559999,7251.9073,8199717.98289999,2,2015,1,2014,4,10,31
2014-10-31,Marketable,Treasury Inflation-Protected Securities,1050109.90714347,54.3218325,1050164.22897597,4,2015,1,2014,4,10,31
2014-10-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2015,1,2014,4,10,31
2014-10-31,Nonmarketable,Foreign Series,264.342,0,264.342,9,2015,1,2014,4,10,31
2014-10-31,Nonmarketable,Government Account Series,201681.79379088,5057063.45162858,5258745.24541946,12,2015,1,2014,4,10,31
2014-10-31,Nonmarketable,Hope Bonds,0,494.17474266,494.17474266,13,2015,1,2014,4,10,31
2014-10-31,Nonmarketable,Other,1562.89976305,0,1562.89976305,14,2015,1,2014,4,10,31
2014-10-31,Nonmarketable,State and Local Government Series,106914.6485469,0,106914.6485469,10,2015,1,2014,4,10,31
2014-10-31,Nonmarketable,United States Savings Securities,176609.6376311,0,176609.6376311,11,2015,1,2014,4,10,31
2014-10-31,Total Marketable,_,12340027.5672935,22546.8021325,12362574.369426,7,2015,1,2014,4,10,31
2014-10-31,Total Nonmarketable,_,517028.50173193,5057556.62637124,5574586.12810316,15,2015,1,2014,4,10,31
2014-09-30,Total Nonmarketable,_,513418.6826512,5016440.46447554,5529858.99075108,15,2014,4,2014,3,09,30
2014-09-30,Total Public Debt Outstanding,_,12784971.0207477,5039099.75852494,17824070.6228969,16,2014,4,2014,3,09,30
2014-09-30,Marketable,Bills,1409627.5995,1352.417,1410980.0165,1,2014,4,2014,3,09,30
2014-09-30,Marketable,Bonds,1534068.51885,75.922,1534144.44085,3,2014,4,2014,3,09,30
2014-09-30,Marketable,Federal Financing Bank,0,13611.948,13611.948,6,2014,4,2014,3,09,30
2014-09-30,Marketable,Floating Rate Notes,122984.8191,5.6,122990.4191,5,2014,4,2014,3,09,30
2014-09-30,Marketable,Notes,8160195.75659999,7562.8683,8167758.62489999,2,2014,4,2014,3,09,30
2014-09-30,Marketable,Treasury Inflation-Protected Securities,1044675.64404647,51.5387494,1044727.18279587,4,2014,4,2014,3,09,30
2014-09-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2014,4,2014,3,09,30
2014-09-30,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,9,2014,4,2014,3,09,30
2014-09-30,Nonmarketable,Government Account Series,196520.04999321,5015946.32709778,5212466.22071533,12,2014,4,2014,3,09,30
2014-09-30,Nonmarketable,Hope Bonds,0,494.13737776,494.13737776,13,2014,4,2014,3,09,30
2014-09-30,Nonmarketable,Other,1488.66909103,0,1488.66909103,14,2014,4,2014,3,09,30
2014-09-30,Nonmarketable,State and Local Government Series,105667.57422673,0,105667.57422673,10,2014,4,2014,3,09,30
2014-09-30,Nonmarketable,United States Savings Securities,176761.56075023,0,176761.56075023,11,2014,4,2014,3,09,30
2014-09-30,Total Marketable,_,12271552.3380965,22660.2940494,12294212.6321459,7,2014,4,2014,3,09,30
2014-08-31,Marketable,Floating Rate Notes,109995.6612,0,109995.6612,5,2014,4,2014,3,08,31
2014-08-31,Marketable,Notes,8109268.65069999,7365.3453,8116633.99599999,2,2014,4,2014,3,08,31
2014-08-31,Marketable,Treasury Inflation-Protected Securities,1031836.25328317,51.519031,1031887.77231417,4,2014,4,2014,3,08,31
2014-08-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2014,4,2014,3,08,31
2014-08-31,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,9,2014,4,2014,3,08,31
2014-08-31,Nonmarketable,Government Account Series,193237.23212945,4993277.21110683,5186513.71466997,12,2014,4,2014,3,08,31
2014-08-31,Nonmarketable,Hope Bonds,0,494.13737776,494.13737776,13,2014,4,2014,3,08,31
2014-08-31,Nonmarketable,Other,1442.81079968,0,1442.81079968,14,2014,4,2014,3,08,31
2014-08-31,Nonmarketable,State and Local Government Series,105439.88178407,0,105439.88178407,10,2014,4,2014,3,08,31
2014-08-31,Nonmarketable,United States Savings Securities,177029.57703455,0,177029.57703455,11,2014,4,2014,3,08,31
2014-08-31,Total Marketable,_,12222481.4516332,22790.028331,12245271.4799642,7,2014,4,2014,3,08,31
2014-08-31,Total Nonmarketable,_,510130.33033775,4993771.34848459,5503900.95025603,15,2014,4,2014,3,08,31
2014-08-31,Total Public Debt Outstanding,_,12732611.7819709,5016561.37681559,17749172.4302202,16,2014,4,2014,3,08,31
2014-08-31,Marketable,Bills,1450293.3505,1704.317,1451997.6675,1,2014,4,2014,3,08,31
2014-08-31,Marketable,Bonds,1521087.53595,56.899,1521144.43495,3,2014,4,2014,3,08,31
2014-08-31,Marketable,Federal Financing Bank,0,13611.948,13611.948,6,2014,4,2014,3,08,31
2014-07-31,Nonmarketable,Other,1488.04450255,0,1488.04450255,14,2014,4,2014,3,07,31
2014-07-31,Total Nonmarketable,_,511320.78679351,5012943.59681074,5524264.82950939,15,2014,4,2014,3,07,31
2014-07-31,Total Public Debt Outstanding,_,12651478.1129883,5035658.70747866,17687137.2663721,16,2014,4,2014,3,07,31
2014-07-31,Marketable,Bills,1408232.4614,1754.094,1409986.5554,1,2014,4,2014,3,07,31
2014-07-31,Marketable,Bonds,1505091.00965,53.543,1505144.55265,3,2014,4,2014,3,07,31
2014-07-31,Marketable,Federal Financing Bank,0,13611.948,13611.948,6,2014,4,2014,3,07,31
2014-07-31,Marketable,Floating Rate Notes,96995.4947,0,96995.4947,5,2014,4,2014,3,07,31
2014-07-31,Marketable,Notes,8116077.55389999,7259.2093,8123336.76319999,2,2014,4,2014,3,07,31
2014-07-31,Marketable,Treasury Inflation-Protected Securities,1013760.80654476,35.31636792,1013796.12291268,4,2014,4,2014,3,07,31
2014-07-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2014,4,2014,3,07,31
2014-07-31,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,9,2014,4,2014,3,07,31
2014-07-31,Nonmarketable,Government Account Series,190687.13954865,5012450.45943298,5203137.04488677,12,2014,4,2014,3,07,31
2014-07-31,Nonmarketable,Hope Bonds,0,494.13737776,494.13737776,13,2014,4,2014,3,07,31
2014-07-31,Nonmarketable,State and Local Government Series,108821.521098,0,108821.521098,10,2014,4,2014,3,07,31
2014-07-31,Nonmarketable,United States Savings Securities,177343.25305431,0,177343.25305431,11,2014,4,2014,3,07,31
2014-07-31,Total Marketable,_,12140157.3261948,22714.11066792,12162871.4368627,7,2014,4,2014,3,07,31
2014-06-30,Total Nonmarketable,_,510512.7682132,5037876.76438135,5548388.9733106,15,2014,3,2014,2,06,30
2014-06-30,Total Public Debt Outstanding,_,12572219.6120096,5060386.71946958,17632605.7721952,16,2014,3,2014,2,06,30
2014-06-30,Marketable,Bills,1386402.3725,1584.117,1387986.4895,1,2014,3,2014,2,06,30
2014-06-30,Marketable,Bonds,1492099.86445,47.721,1492147.58545,3,2014,3,2014,2,06,30
2014-06-30,Marketable,Federal Financing Bank,0,13611.948,13611.948,6,2014,3,2014,2,06,30
2014-06-30,Marketable,Floating Rate Notes,81995.3971,0,81995.3971,5,2014,3,2014,2,06,30
2014-06-30,Marketable,Notes,8082060.81039999,7227.5713,8089288.38169999,2,2014,3,2014,2,06,30
2014-06-30,Marketable,Treasury Inflation-Protected Securities,1019148.39934636,38.59778823,1019186.99713459,4,2014,3,2014,2,06,30
2014-06-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2014,3,2014,2,06,30
2014-06-30,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,9,2014,3,2014,2,06,30
2014-06-30,Nonmarketable,Government Account Series,186543.58013853,5037382.67627703,5223925.69713161,12,2014,3,2014,2,06,30
2014-06-30,Nonmarketable,Hope Bonds,0,494.08810432,494.08810432,13,2014,3,2014,2,06,30
2014-06-30,Nonmarketable,Other,1453.6442667,0,1453.6442667,14,2014,3,2014,2,06,30
2014-06-30,Nonmarketable,State and Local Government Series,111857.81024847,0,111857.81024847,10,2014,3,2014,2,06,30
2014-06-30,Nonmarketable,United States Savings Securities,177676.9049695,0,177676.9049695,11,2014,3,2014,2,06,30
2014-06-30,Total Marketable,_,12061706.8437964,22509.95508823,12084216.7988846,7,2014,3,2014,2,06,30
2014-05-31,Total Nonmarketable,_,513427.42181008,4955114.55356275,5468541.97537283,15,2014,3,2014,2,05,31
2014-05-31,Total Public Debt Outstanding,_,12538030.3860958,4978928.10212799,17516958.4882238,16,2014,3,2014,2,05,31
2014-05-31,Marketable,Bills,1447025.0359,1959.117,1448984.1529,1,2014,3,2014,2,05,31
2014-05-31,Marketable,Bonds,1479103.68185,43.967,1479147.64885,3,2014,3,2014,2,05,31
2014-05-31,Marketable,Federal Financing Bank,0,14999.99,14999.99,6,2014,3,2014,2,05,31
2014-05-31,Marketable,Floating Rate Notes,68995.128,0,68995.128,5,2014,3,2014,2,05,31
2014-05-31,Marketable,Notes,8021080.91539999,6772.0133,8027852.92869999,2,2014,3,2014,2,05,31
2014-05-31,Marketable,Treasury Inflation-Protected Securities,1008398.2031357,38.46126524,1008436.66440094,4,2014,3,2014,2,05,31
2014-05-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2014,3,2014,2,05,31
2014-05-31,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,9,2014,3,2014,2,05,31
2014-05-31,Nonmarketable,Government Account Series,188739.06798418,4954620.46545843,5143359.53344261,12,2014,3,2014,2,05,31
2014-05-31,Nonmarketable,Hope Bonds,0,494.08810432,494.08810432,13,2014,3,2014,2,05,31
2014-05-31,Nonmarketable,Other,1430.79458363,0,1430.79458363,14,2014,3,2014,2,05,31
2014-05-31,Nonmarketable,State and Local Government Series,112277.21457075,0,112277.21457075,10,2014,3,2014,2,05,31
2014-05-31,Nonmarketable,United States Savings Securities,177999.51608152,0,177999.51608152,11,2014,3,2014,2,05,31
2014-05-31,Total Marketable,_,12024602.9642857,23813.54856524,12048416.5128509,7,2014,3,2014,2,05,31
2014-04-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2014,3,2014,2,04,30
2014-04-30,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,9,2014,3,2014,2,04,30
2014-04-30,Nonmarketable,Government Account Series,185731.68956742,4980801.79817146,5166533.48773887,12,2014,3,2014,2,04,30
